b'@7Michael7Shawn7 @DilleyShow #IvanaTrump and #IvankaTrump too',b'1229629844616552453',b'Bloodymir Putin',b'BloodymirPutin',"b'San Gil, COLOMBIA '","b""Cra 15A No. 21 - 69 Peatonal, San Gil, COLOMBIA. Tel 323 253 9699. Also Twitter's @EmilioPradilla and Instagram's frozen BBNNrealNews""",b'587',b'2493',b'1',b'13348',b'13913',b'False',b'False',b'True',b'False',b'2017-06-25 21:01:44'
"b""@IvankaTrump praises UAE improves Women's status !!\\n\\u4f0a\\u4e07\\u5361\\u79f0\\u8d5e\\u963f\\u8054\\u914b\\u5728\\u63d0\\u5347\\u5973\\u6027\\u5730\\u4f4d\\u65b9\\u9762\\u6811\\u7acb\\u6807\\u6746\\uff01\\n\\n#GWFD2020 #UAE #IvankaTrump @HHShkMohd\\u2026 https://t.co/lbOcDM9nwv""",b'1229436558517760000',b'V.C_Arabia',b'VCArabia1',b'Dubai-Kuala Lumpur',b'The official Twitter of New Media Venture Capital Arabia (V.C Arabia)',b'15',b'214',b'0',b'100',b'124',b'False',b'False',b'True',b'False',b'2019-12-20 08:35:50'
"b'#IvankaTrump at #Dubai forum: There is still so much work to be done for ""women"" in MENA region.\\n\\nAre the female ac\\u2026 https://t.co/NnXwlVp5cW'",b'1229424245752713216',b'Salma AlNafjan',b'SalmaAlNafjan',b'UK',b'Voice of #WomenRights activists who are jailed in #SaudiArabia.',b'494',b'30',b'2',b'2647',b'450',b'False',b'False',b'False',b'False',b'2015-11-10 10:59:31'
"b""Global Women's Forum. \\U0001f928\\n\\n#IvankaTrump did't speak out when 3 men with New York nonprofit China Labor Watch were arr\\u2026 https://t.co/wfDQO77jCp""",b'1229411358149574657',b'Shazz \\U0001f30a\\U0001f30a \\U0001f3f4\\U000e0067\\U000e0062\\U000e0077\\U000e006c\\U000e0073\\U000e007f\\U0001f1fa\\U0001f1f8',b'gordy_shanks',b'Celtic walhaz',b'#Resist #Resistance\\n#impeached4life\\nThe difference between stupidity & genius is that genius has its limits. Albert Einstein \\n\\U0001f49cADOPT!! #SaveTheAnimals \\U0001f436',b'30531',b'30580',b'36',b'58664',b'142384',b'False',b'False',b'False',b'False',b'2015-09-13 03:28:21'
b'So who is going to put a stop to this child kidnapping by the state to make trillions of dollars trafficking our ch\\u2026 https://t.co/RKWVXdker1',b'1229406230592008194',b'Deborah Parks',b'redstar2777',"b'Winter Haven, FL'","b'Supporter of the greatest president ever. The only one who has ever listened to us in my lifetime. Mother, grandmother, MAGA, KAG WWG1WGA TRUMP2020 & BEYOND!'",b'1368',b'2428',b'1',b'18551',b'5205',b'False',b'False',b'False',b'False',b'2010-04-20 19:34:08'
b'#IvankaTrump expressed her appreciation for the UAE\\u2019s efforts in granting women equal opportunities to contribute i\\u2026 https://t.co/Eshqdv6fUf',b'1229406108407730177',b'Mariam Saleh',b'MariamSalehh_',b'',b'\\u0623\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629..#\\u062f\\u0628\\u064a \\u062f\\u0627\\u0631\\u064a \\u0648\\u0645\\u0631\\u0628\\u0627\\u064a ...\\u0623\\u062d\\u0628 \\u0627\\u0644\\u0648\\u0637\\u0646\\u2764 ....\\u0645\\u062d\\u0628\\u0629 \\u0644\\u0644\\u0634\\u0639\\u0631..  \\U0001f607\\u2764',b'90',b'299',b'0',b'179',b'129',b'False',b'False',b'True',b'False',b'2020-01-14 14:53:05'
b'When did #IvankaTrump film an episode of #Showtime\\u2019s #Homeland? @SHO_Homeland https://t.co/iwj4aHbhGV',b'1229404564006359041',b'Blue Oyster Dvp',b'blueoysterdvp',b'NY displaced from Oakland',b'#LasVegasRaiders #RaiderNation #GonzagaBulldogs #GoZags #NewJerseyDevils #SternShow #Resist',b'1384',b'2351',b'46',b'40998',b'20456',b'False',b'False',b'False',b'False',b'2009-07-01 20:08:52'
b'@transhumaneDE @cducsubt @CSU @CDU @fdp @Piratenpartei @Pontifex_de @EKD @dieLinke @spdde @spdbt @spdberlin\\u2026 https://t.co/xeuOdR94AN',b'1229403012105408512',b'Jens Rabis',b'jens_rabis',"b'Berlin, Deutschland'","b'#muttererde #raumschifferde, #motherearth #spaceshipearth, #peace, #transhuman #Transhumanism, #blockchain, #CRISPR, #cryonic, #Metamorphosis #travel Impressum:'",b'2351',b'3670',b'394',b'80262',b'47916',b'False',b'False',b'True',b'False',b'2015-11-22 09:20:05'
b'@andylassner What a ridiculous creature is #IvankaTrump     Also a feckless clot.',b'1229401936866217984',b'Magnolia Viper',b'OleanderNectar',b'',"b'Southern liberal. Blocked by Sebastian Gorka, the NRA, Diamond & Silk. Blocked by prosperity preacher parasites Joel Osteen and Paula White. #Resist'",b'19516',b'20007',b'6',b'75706',b'213946',b'False',b'False',b'True',b'False',b'2017-11-25 20:21:51'
"b'#IvankaTrump, Advisor to the President of the #UnitedStates of #America said that the #UAE is taking bold leadershi\\u2026 https://t.co/SdAcLiBfgs'",b'1229400257710174211',b'\\u0634\\u0645\\u0633\\u0647 \\u0647\\u0644\\u0644 \\u0627\\u0644\\u0643\\u0639\\u0628\\u064a',b'ShamsaAlKaabii',b'',b'\\u0645\\u0647\\u0646\\u062f\\u0633\\u0629 \\u0627\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\u0648 \\u0631\\u0627\\u0633\\u064a \\u062f\\u0627\\u064a\\u0645 \\u0645\\u0631\\u0641\\u0648\\u0639....\\u0631\\u0628\\u064a \\u0627\\u062d\\u0641\\u0638 \\u0627\\u063a\\u0644\\u0649 \\u0645\\u0627\\u0648\\u0647\\u0628\\u062a\\u0646\\u064a \\u0627\\u064a\\u0627\\u0647 #\\u0627\\u0628\\u0646\\u062a\\u064a \\U0001f64f\\u2764',b'50',b'287',b'0',b'191',b'140',b'False',b'False',b'True',b'False',b'2020-01-15 10:42:26'
b'This is the UAE salon behind Ivanka Trump\\u2019s hair\\n\\n#IvankaTrump\\n#GWFD @DubaiWomenEst\\nJose Eber La Loge @lalogeuae\\u2026 https://t.co/3oWDXZW9tI',b'1229399554107179008',"b""Let's talk Dubai!""",b'letstalkdubai',"b'Dubai, United Arab Emirates'",b'Dubai Quality Content\\nBusiness News - Middle East @infoblazeME | A Cogentelli initiative',b'298',b'90',b'2',b'15003',b'3049',b'False',b'False',b'False',b'False',b'2017-04-02 05:52:33'
b'This is the UAE salon behind Ivanka Trump\\u2019s hair\\n\\n#IvankaTrump\\n#GWFD @DubaiWomenEst\\nJose Eber La Loge @lalogeuae\\u2026 https://t.co/7H5mUHbsIs',b'1229399496720703488',b'Infoblaze Middle East',b'infoblazeme',b'DUBAI',b'Business News - Middle East From top & authentic sources  [Also]\\nIndia @InfoblazeINDIA\\nSoutheast Asia @InfoblazeSEA',b'787',b'77',b'316',b'46205',b'1848',b'False',b'False',b'False',b'False',b'2012-09-11 08:57:36'
"b""Turns out #worldleaders aren't interested in playing with Barbie dolls....... #IvankaTrump https://t.co/1qSqPwOnP4""",b'1229398550313865217',b'Merely Me',b'andThisAndThat',b'Mother Earth',"b""If you can't feed 100 people then feed just one.      \\n\\n#SaveTheEarth #ClimateChange #ClimateAction\\n\\U0001f1f1\\U0001f1f7\\u2696\\U0001f5fd\\U0001f30f\\n#Resist #VoteBlue""",b'5241',b'5288',b'29',b'103264',b'14085',b'False',b'False',b'False',b'False',b'2011-11-14 05:49:41'
b'#IvankaTrump expressed the hope that other countries will join the #UAE in advancing the active participation of\\u2026 https://t.co/yNrZYJ6Pf8',b'1229395159370039296',b'Mira Salem',b'MiraSalem_',b'',b'\\u062f\\u0643\\u062a\\u0648\\u0631\\u0627\\u0647 \\u0641\\u064a \\u0639\\u0644\\u0645 \\u0627\\u0644\\u0627\\u062c\\u062a\\u0645\\u0627\\u0639\\u060c \\u0645\\u0647\\u062a\\u0645\\u0629 \\u0628\\u0627\\u0644\\u0634\\u0623\\u0646 \\u0627\\u0644\\u0625\\u062c\\u062a\\u0645\\u0627\\u0639\\u064a \\u0648\\u0627\\u0644\\u0625\\u0646\\u0633\\u0627\\u0646\\u064a....\\u0627\\u0639\\u0634\\u0642 \\u062a\\u0631\\u0627\\u0628 #\\u0627\\u0644\\u0627\\u0645\\u0627\\u0631\\u0627\\u062a \\U0001f917',b'76',b'285',b'0',b'163',b'129',b'False',b'False',b'True',b'False',b'2020-01-15 11:53:24'
"b""It's absolutely hilarious to me that Rs are crying about libs laughing at their ignorance. What should be a call to\\u2026 https://t.co/4NqOqFrr16""",b'1229391156670353413',b'Gene Evans',b'artisticrobot',b'',b'',b'16',b'155',b'0',b'160',b'217',b'False',b'False',b'True',b'False',b'2011-02-15 22:58:26'
b'We feel truly honored that #IvankaTrump participated in #GWFD2020 in order to provide full support to enhance the p\\u2026 https://t.co/08xSIQ01KU',b'1229389034453159936',b'aisha_alii',b'aishaalii3',b'',b'Happiness is the best makeup \\u2764\\ufe0f I love my emirates \\U0001f1e6\\U0001f1ea\\U0001f1e6\\U0001f1ea',b'152',b'486',b'0',b'103',b'11',b'False',b'False',b'True',b'False',b'2020-01-18 08:38:22'
b'EMPOWERMENT OF WOMEN | EMIRATES | Abdullah Bin Zayed Receives Ivanka Trump\\n#royals #UAERoyalFamily\\u2026 https://t.co/OLIaXYTHX8',b'1229380158156681219',b'ALKASSANDRA',b'ALKASSANDRA2',b'',b'Empowerment of Women',b'3',b'29',b'0',b'320',b'12',b'False',b'False',b'True',b'False',b'2019-10-21 22:09:28'
b'#Moda #fashion #classe #eleganza #IvankaTrump  https://t.co/Kw6VhilYDf',b'1229367839632568321',b'ViaCialdini',b'ViaCialdini',b'Trentino',"b'Rivista Via Cialdini, ideata e fondata da Michele Luongo. Informazione Cultura Travel Wine e Gastronomia redazione@viacialdini.it'",b'857',b'458',b'125',b'14522',b'23682',b'False',b'False',b'False',b'False',b'2011-06-07 10:31:42'
b'\\u0628\\u062d\\u0636\\u0648\\u0631 #\\u0644\\u0637\\u064a\\u0641\\u0629_\\u0628\\u0646\\u062a_\\u0645\\u062d\\u0645\\u062f \\u0648\\u062a\\u064a\\u0631\\u064a\\u0632\\u0627 \\u0645\\u0627\\u064a \\u0648\\u0625\\u064a\\u0641\\u0627\\u0646\\u0643\\u0627 \\u062a\\u0631\\u0627\\u0645\\u0628\\u060c \\u0645\\u0624\\u0633\\u0633\\u0629 #\\u062f\\u0628\\u064a \\u0644\\u0644\\u0645\\u0631\\u0623\\u0629 \\u0648 #\\u062f\\u0628\\u064a_\\u0644\\u0644\\u062b\\u0642\\u0627\\u0641\\u0629 \\u062a\\u0646\\u0638\\u0645\\u0627\\u0646 \\u062d\\u0641\\u0644 \\u0639\\u0634\\u0627\\u0621 \\u0644\\u0636\\u064a\\u0648\\u0641\\u2026 https://t.co/VhRpNFz0DZ',b'1229365705344212992',b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0627\\u0644\\u0628\\u064a\\u0627\\u0646',b'AlBayanNews',"b'Dubai , UAE'",b'\\u0635\\u062d\\u064a\\u0641\\u0629 \\u0625\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\u064a\\u0648\\u0645\\u064a\\u0629 \\u0634\\u0627\\u0645\\u0644\\u0629 \\u062a\\u0635\\u062f\\u0631 \\u0639\\u0646 \\u0645\\u0624\\u0633\\u0633\\u0629 \\u062f\\u0628\\u064a \\u0644\\u0644\\u0625\\u0639\\u0644\\u0627\\u0645 #\\u0627\\u0644\\u0628\\u064a\\u0627\\u0646_\\u0627\\u0644\\u0642\\u0627\\u0631\\u0626_\\u062f\\u0627\\u0626\\u0645\\u0627 https://t.co/Vq7YaxKEYk',b'734276',b'67',b'1712',b'482764',b'2423',b'True',b'False',b'False',b'False',b'2010-02-14 18:20:05'
b'Ivanka Trump Dons Hijab for Mosque Visit; Eschews Elsewhere in UAE https://t.co/uFQz4JEeti #IvankaTrump',b'1229365581419368449',b'John Holywell',b'holywell_john',b'',b'Spiritual life Sports Sailor Travelling Business',b'148',b'999',b'1',b'12492',b'9662',b'False',b'False',b'True',b'False',b'2020-01-01 13:56:04'
b'@TheDemocrats \\nLove this tough woman!!! #IVANKATRUMP for President in 2024!!! #TRUMP2024 https://t.co/3C3FBEPK8O',b'1229360355702398977',b'REALSTRONGSOUTHERNGIRL',b'REALSTRONGSOUT1',b'',b'\\U0001f985\\U0001f1fa\\U0001f1f8 #KAG VOTE #TRUMP2020 / #NRA /I FOLLOW ALL TRUMP SUPPORTERS\\U0001f985\\U0001f1fa\\U0001f1f8\\U0001f1fa\\U0001f1f8\\U0001f985\\n\\u2764 #RealCountryMusic \\u2764 @DuaneAllen @travistritt @GeorgeStrait @TobyKeith',b'963',b'1516',b'2',b'7463',b'5377',b'False',b'False',b'True',b'False',b'2019-03-29 03:19:15'
b'#\\u0627\\u0644\\u0623\\u0633\\u0637\\u0648\\u0631\\u0629 \\u0628\\u0646\\u0641\\u062d\\u0627\\u062a\\u0647 \\u0627\\u0644\\u0634\\u0631\\u0642\\u064a\\u0629! #\\u062f\\u0627\\u0631_\\u0627\\u0644\\u0639\\u0648\\u062f_\\u0644\\u0644\\u0639\\u0637\\u0648\\u0631_\\u0627\\u0644\\u0625\\u0645\\u0627\\u0631\\u0627\\u062a\\u064a\\u0629 \\nThe House of Oud #\\u0625\\u064a\\u0641\\u0646\\u0643\\u0627_\\u062a\\u0631\\u0645\\u0628 #IvankaTrump https://t.co/IPVL1NGCmy',b'1229358040270475266',b'Meriem Laabassi\\U0001f41d',b'LaabassiMeriem',"b'Algeria, Over the Rainbow IZK '","b'I\\u2019m just sitting on the dock of the bay wasting time! #OtisRedding. If you think you are too small to make a difference, try sleeping with a mosquito #DalaiLama'",b'111',b'1651',b'1',b'1007',b'1411',b'False',b'False',b'True',b'False',b'2018-08-07 21:22:46'
