b'@missFaroo Shy decent Muslim girls are a rare breed these days',b'1232079110173872128',b'\\u0623\\u0646\\u0648\\u0627\\u0631',b'AuroraSkiesGh',b'Nirvana',b'\\u201cThere is no greater grief in misery than to turn our thoughts back to happier times.* Dante.\\u201d  Muslim. ~20\\u2019s.I have a love and hate relationship with Fifa',b'78',b'90',b'0',b'419',b'1021',b'False',b'False',b'False',b'False',b'2012-08-20 11:49:06'
b'@awfariin @noisyIboy @kimjongunnch @yettiaka @faridmohmdMF @hj_jjluv Perempuan mau berjilbab atau tidaknya itu hak\\u2026 https://t.co/VSllaHlAmH',b'1232079054687195136',b'Seroja \\U0001f49e',b'Serojannaholly',b'Palembang',"b'- - O Sole Mio, Te Quiero'",b'58',b'111',b'0',b'2609',b'2558',b'False',b'False',b'True',b'False',b'2013-07-28 09:10:44'
b'Sanah Ahsan: Rewriting my story with poetry and love as a Queer Muslim | TED Talk https://t.co/tJ1S3v1WnQ',b'1232079040191877122',b'LadyAtivan',b'RahimThawer',b'Toronto ',"b'Fairydust and Steel. Interests: social justice, mental health, HIV, house music & community organizing. Co-editor, Any Other Way: How Toronto Got Queer.'",b'1066',b'1133',b'24',b'4601',b'1228',b'False',b'False',b'False',b'False',b'2011-11-17 03:17:15'
"b'@veganmarrs @JEMOORE1969 @IlhanMN @tedcruz Sooo, you\\u2019re saying she is not proud of her identity as a Somali Hijabi-\\u2026 https://t.co/XCJQb7BSgW'",b'1232079035204882434',b'Wziminer',b'wziminer',b'',"b'retired Anesthesiologist, female. I tweet about politics, Judaism/Israel, and my beloved UTEP Miners. I walked away.'",b'1351',b'2088',b'22',b'39229',b'31608',b'False',b'False',b'True',b'False',b'2014-02-01 00:40:07'
b'@DeepStateExpose Ignorant copper. Yet they turn a blind eye to Muslim rape gangs for 30 years',b'1232079016510750720',b'Andrew Hodgson',b'TomandEz',"b'Chester-le-Street, England'",b'',b'57',b'118',b'0',b'3777',b'2093',b'False',b'True',b'True',b'False',b'2017-04-20 19:17:10'
"b'They all belong to the same secret club? or the Muslim Brotherhood? or probably more likely, Nation of Islam. https://t.co/bkm8CV0Q4U'",b'1232078995996340226',b'TFSA Investment Letter',b'LetterTfsa',"b'Vancouver, British Columbia'","b'TFSA Letter done from 2009 to 2016, then a hiatus, restarted in Jan 2019 and lists low priced stocks that I buy and sell for myself. \\n*NOT INVESTMENT ADVICE*'",b'310',b'207',b'1',b'3810',b'4895',b'False',b'False',b'False',b'False',b'2019-01-05 03:00:37'
b'@nytimes The outskirts of Delhi are now ... Whole neighborhoods of Muslims are burned ... RSS and Hinduva militias\\u2026 https://t.co/E86zNMgy8e',b'1232078987154862080',b'gringo',b'41_rajab',b'any where',b'We are not alone in this universe',b'919',b'1741',b'4',b'10887',b'70782',b'False',b'False',b'True',b'False',b'2012-08-25 00:20:09'
b'is gay marriage still haram if my wife is muslim',b'1232078973137543169',b'\\u1d39\\u1d43\\u02e2\\u1d43\\u02b0 \\U0001f913',b'donnyboyx',"b'1dead, halsey, the 1975\\U0001f308'",b'no judgement.',b'2141',b'1256',b'17',b'40831',b'38032',b'False',b'False',b'False',b'False',b'2012-10-12 08:49:19'
b'@1973b30821ea446 @asimfanteam @alive_awsm @GAUAHAR_KHAN Yes ... kya pta wo shukla hindu karke jitaya ho jaise atkal\\u2026 https://t.co/9Zix84vgkh',b'1232078967135334400',b'amrita parmar',b'amrita_parmar',"b'Sydney, New South Wales'",b'',b'0',b'13',b'0',b'456',b'1294',b'False',b'True',b'True',b'False',b'2011-06-03 08:12:11'
"b'Shyness is not weakness, it is a hidden blessing from Allah &amp; it \\u2018\\u2019brings nothing expect good\\u2019\\u2019... (Sahih Muslim)'",b'1232078964224647169',b'\\ufdfd \\u2022',b'_unknownukhtiii',b'',b'',b'163',b'116',b'0',b'277',b'461',b'False',b'False',b'True',b'False',b'2020-01-31 15:57:10'
b'@Namaku_Mei Ini ketemu2 aja otak2 donggo sama 1 sekola smua yah ? Muslim muin dia yg di gaji tolol2 smua masa ngomo\\u2026 https://t.co/8vxPliaEtH',b'1232078961036812288',b'Saintber88',b'Saintber88',b'Jakarta Capital Region',b'',b'2',b'69',b'0',b'116',b'14',b'False',b'True',b'True',b'False',b'2013-03-06 02:59:51'
"b""@AtheistRepublic Muslim\\xb9: Atshoooooo \\nMuslim\\xb9: Alhamdulillah ( God's blessing )\\nMuslim\\xb2: god have mercy on you \\nMus\\u2026 https://t.co/3Z8E7S5WRw""",b'1232078960776957952',b'Wippersnapper',b'Otroknee',"b'Jeddah, KSA'",b'#kangaroo #math #physics\\nmath G11 pls \\U0001f9e0\\U0001f4a5',b'12',b'156',b'0',b'163',b'90',b'False',b'False',b'True',b'False',b'2019-02-19 05:05:43'
b'@ChattJazz @B52Malmet @cinderellaicius @playtwo @ChrisMurphyCT Kids in cages. ICE raids near justice offices. Ameri\\u2026 https://t.co/JGjtm6AvuA',b'1232078950244978690',b'Pisces Salad',b'Jantjie21',"b'Dubai, United Arab Emirates'","b'Loving Life and all things Mediterranean. South African alien in Dubai. Passion for common sense, environmental sustainability and OMAD. Married mother of cats.'",b'159',b'452',b'36',b'3305',b'8721',b'False',b'False',b'True',b'False',b'2012-07-09 04:39:07'
b'American Muslim Faiz Shakir set to make history as Sanders\\u2019 campaign chief @TRTWorld https://t.co/effa10zpgI',b'1232078916384325633',b'Iman \\U0001f1f5\\U0001f1f0',b'idasti12',"b'New York, NY'",b'haw hai',b'263',b'731',b'2',b'3885',b'1848',b'False',b'False',b'False',b'False',b'2012-06-21 21:12:50'
b'@Shubhamp786 @rockfighter24 @NrcProtest To us ek ldke ki wjh se tmne poore religion ko judge krliya... Or aaj jo hu\\u2026 https://t.co/prJDruKnI9',b'1232078899070169088',b'Tamjeed Farooqui',b'FarooquiTamjeed',b'',b'',b'10',b'64',b'0',b'75',b'473',b'False',b'False',b'True',b'False',b'2020-01-05 19:21:27'
"b'Lmao jagex changed the name of npcs from Ali to different Muslim names for diversity, while also screwing up the lore.\\n\\nBravo.'",b'1232078867734519808',b'(\\xf3 \\xec_\\xed)=\\xf3 \\U0001f525Manus\\U0001f525 \\xf2=(\\xec_\\xed \\xf2)',b'JamesDolphino',"b'California, USA'","b""Games, movies, music and anime are pretty cool. RT's/likes/post NSFW stuff. Diagnosed as a gamer. Steals @lameanon memes.""",b'267',b'1191',b'1',b'30423',b'95971',b'False',b'False',b'False',b'False',b'2012-09-29 00:14:46'
b'@PeterSweden7 Muslim Privilege.',b'1232078859450765313',b'Shanghai Baby',b'baby_shanghai',b'',"b'A smart Eurasian chick who\'d never vote ""Socialist"" (which isn\'t sociable, it\'s anti-freedom & anti-human).'",b'2',b'4',b'0',b'52',b'47',b'False',b'False',b'True',b'False',b'2020-02-07 14:54:34'
b'@KateElysiaNWO @EllaHillUK As a former probation officer I am astounded at (Dr?)@JacquiDillon  For 20+ yrs UK wide\\u2026 https://t.co/Mi3olAs2Km',b'1232078855071989761',b'Steve Mahoney',b'stevehmahoney',"b'England, United Kingdom'","b""Economist, golfer, fly fisher and Wolves supporter-so currently on a high. How long can it last? Scribble nonsense you're blocked.""",b'378',b'126',b'8',b'21200',b'5795',b'False',b'False',b'True',b'False',b'2014-01-19 19:16:08'
"b'@brrdie So far I just want to get into the main university I applied to, be happy, and know what I want to major in\\u2026 https://t.co/jAyotVSEjd'",b'1232078849665622016',b'Jamz \\u30b8\\u30e3\\u30de',b'jamz2x',b'\\U0001f1f8\\U0001f1f4',"b'If you like AoT, One Piece, Gintama, and Vagabond then come over here and marry me. WATCH WEATHERING WITH YOU RIGHT NOW!'",b'1459',b'1230',b'39',b'15423',b'23228',b'False',b'False',b'True',b'False',b'2017-08-08 19:06:57'
b'#Muslims #Pakistani \\n\\u0627\\u06d2 \\u06c1\\u0645 \\u0648\\u0637\\u0646\\u0648\\u06ba \\u0646\\u06c1 \\u06af\\u0628\\u06be\\u0631\\u0627\\u0646\\u0627 \\u06a9\\u0641\\u0631 \\u06a9\\u0649 \\u0633\\u0627\\u0632\\u0634\\u0648\\u06ba \\u0633\\u06d2 \\n \\u0646\\u06c1\\u064a\\u06ba \\u0628\\u06af\\u0691\\u06d2 \\u06af\\u0627 \\u06a9\\u0686\\u06be \\u06be\\u0646\\u062f\\u0648 \\u0627\\u0648\\u0631 \\u0639\\u064a\\u0633\\u0627\\u0626\\u0649 \\u06a9\\u0649 \\u06a9\\u0627\\u0648\\u0634\\u0648\\u06ba \\u0633\\u06d2\\u2026 https://t.co/di1uwzzgAn',b'1232078843072188422',b'\\u062c\\u0646\\u064a\\u062f \\u0627\\u062d\\u0645\\u062f',b'nc8LhSFPyni1PGV',b'United Arab Emirates',b'i am just only trust on my Allah i am trust on the day of death and i am never frightened from die because i think life is a white lie and  death trouble truth',b'1',b'12',b'0',b'4',b'0',b'False',b'False',b'True',b'False',b'2020-02-24 22:17:50'
b'@Ryder72145623 @JustoneK7 @eurokrats @KhaledBeydoun Do you know what jihad means? Once again get your head out the\\u2026 https://t.co/b3tod94lZ2',b'1232078821597249537',b'\\U0001f30a',b'boxinglyf',b'',"b'other account got deleted, not accepting followers'",b'14',b'159',b'0',b'2818',b'808',b'False',b'False',b'True',b'False',b'2017-10-17 19:36:23'
b'A constable dying by stone pelting amd another one getting shot at 9 times by muslim Shahrukh did not break this pr\\u2026 https://t.co/eZlX9FpqZO',b'1232078811316965376',b'\\U0001f0cf ReStLeSsJoKeR \\U0001f0cf',b'RestlessPUNdit',b'Omnipresent.',"b""Fan of @Japan and poetry. \\nGhost in the Shell Anime Fan. Hellblade Fan. Jin-Roh fan. Retweets aren't endorsements.""",b'337',b'295',b'46',b'168044',b'82468',b'False',b'False',b'False',b'False',b'2011-12-11 04:43:10'
"b""Narrated Abu Huraira:\\nI heard Allah's Messenger (\\ufdfa) saying,\\nThe rights of a Muslim on the Muslims are five:\\n\\xd7 To re\\u2026 https://t.co/ZF6OskqLvY""",b'1232078792904126469',b'Allah Love\\u2764\\ufe0f\\U0001f54b Quran',b'fxzoneofficial',b'',"b'My Lord, expand for me my breast And ease for me my task And untie the knot from my tongue That they may understand my speech. \\U0001f54b\\nQuran FM'",b'856',b'1721',b'46',b'223880',b'241',b'False',b'False',b'True',b'False',b'2014-12-14 13:12:00'
b'@ImRoh99 @ishuusawhney2 Lekin Es  Desh  Ko  Godase  Ka  Desh  Banane  Me  Modi  Wa Amit Shah  Lage  Huye Hai  Pura\\u2026 https://t.co/ZXQeTbB1Go',b'1232078774503694336',b'Sushil Kumar Singh',b'SushilK83859480',"b'Delhi, India'",b'I Am Sushil Singh  From  New  Delhi I Am  Social  Worker And President  Delhi Pradesh Bharat Prabhat Party',b'586',b'2209',b'1',b'12643',b'5391',b'False',b'False',b'True',b'False',b'2019-05-31 05:42:26'
b'@Troll_Ziddi Vo muslim aadmi desh ke khilaaf bol raha tha or Pakistan ka sath de raha tha. Sahi to kiya unhone usko\\u2026 https://t.co/Hk0johFEiP',b'1232078773413175303',b'Roopesh Ganna \\U0001f1ee\\U0001f1f3\\u26a1',b'roopesh_ganna',b'india ',b'',b'88',b'60',b'0',b'5735',b'7459',b'False',b'False',b'True',b'False',b'2014-02-14 17:19:35'
"b'Jd inget dulu sama Istri urung masuk Masjid raya Aceh karena istri memakai celana panjang, sebab ada peringatan han\\u2026 https://t.co/IIuAMlVtMA'",b'1232078752009506816',b'Wicahya Indra',b'wicahyaindra',"b'Medan-id, Jakarta-id'",b'Gooner | Engineer | Husband a Best Wife | Loss Weight Dreamer',b'170',b'291',b'2',b'7100',b'203',b'False',b'False',b'False',b'False',b'2010-07-24 02:14:53'
"b'@phulekar It\\u2019s Not just u, that rhetorics of #VictimBlaming &amp; dragging other Muslim countries is v common &amp; perhaps\\u2026 https://t.co/6LesS24ecl'",b'1232078750210232320',b'Pari \\u0aaa\\u0ab0\\u0ac0 \\u092a\\u0930\\u0940 \\u067e\\u0631\\u06cc \\u0c2a\\u0c30\\u0c40',b'parzaneh',b'',"b'Proud Indian Muslim w ZERO TOLERANCE-Hate,Racism,AntiSemitism,Islamophobia. No to Veiled AntiMuslim Hate Against Islam/Pak (w Nationalism Excuse). Anti-WAR!'",b'1597',b'829',b'25',b'175800',b'80281',b'False',b'False',b'False',b'False',b'2015-02-08 20:46:19'
b'@KhajuriaManu @vipulbhandari @DelhiPolice \\U0001f643\\U0001f630 This needs to stop and the only way to stop this is deterrent. Kejri n\\u2026 https://t.co/1m9WRMVFN4',b'1232078737463631872',"b'Land of the free, Home of the Brave!'",b'Rhl15738352',b'',"b'Iranians chant death to the US. US still generously gives them refuge, green cards & then they spy on US GOVT. Stop this BS, pass #s386. GOOD FOR US WORKERS.'",b'127',b'67',b'0',b'3252',b'1031',b'False',b'False',b'True',b'False',b'2019-10-15 21:34:14'
b'everytime i listen to louder than bombs oh \\nas a muslim i feel empowered',b'1232078729259704320',b'zaho\\u2077 BTS NEW ALBUM OUT TODAY MUSIC VD LINK BIO',b'hailtanees',b'',"b""i grew a flower that can't be bloomed in a dream that can't come true -BTS- Ariana-Taeyeon-Rihanna-ana \\u2763\\ufe0f https://t.co/y56Cd3MjZc""",b'39',b'61',b'0',b'3261',b'1515',b'False',b'False',b'True',b'False',b'2020-01-29 04:18:01'
b'@Humera_Healer @1rfanG Aap ke bath sahi hai Lakin kabi be india ka muslim bhai nai  humra sath nai diya Lakin dukh phir be hota hai',b'1232078677996920833',b'Aazim manzoor',b'Manzoor32306834',b'Kuwait',b'Respect\\U0001f331 is one \\U0001f940of the greatest\\U0001f337 expressions of \\u2764\\ufe0flove.',b'1779',b'2435',b'1',b'1628',b'9588',b'False',b'False',b'True',b'False',b'2017-02-21 06:17:08'
"b'""Barangsiapa berpuasa arafah, Diampuni dosa 1 tahun lalu dan 1 tahun akan datang"" (HR.Muslim , Tarmidzi , Ibnu Khuzaimah)'",b'1232078668366630912',b'#saveaqidah',b'aqidahku',b'Bumi Allah',"b'Kitab Suci Ummat Islam itu Al-Quran, satu-satunya kitab / buku / test yang bisa dihafal oleh semua suku bangsa di dunia. Follow untuk cari tahu ttg Islam lain'",b'582',b'29',b'4',b'127457',b'1',b'False',b'False',b'False',b'False',b'2013-06-26 06:45:34'
b'\\u090a\\u0901\\u090a\\u0901\\u090a\\u0901\\u090a\\u0901\\u090a\\u0901\\u090a\\u0901\\u090a\\u0901\\nSecular Hindus Jain Bodhist Sikh Even Christians Congratulations for Voting aap who stand with shahe\\u2026 https://t.co/Ok6d6j0H6N',b'1232078617091330048',b'PRACHEE ADHIKARI',b'PRACHEEADHIKARI',"b'Hyderabad, India'",b'\\u090a\\u0901National President International Mission Of HumanRights Women Cell.Brand Ambassdor Ekal Vidhyalay Samiti https://t.co/zerE1yFRad And stand for all livingBei',b'526',b'78',b'0',b'2828',b'5205',b'False',b'False',b'True',b'False',b'2010-07-01 06:49:39'
b'@PrabhjyotKaurr Sanghi goons in Muslim clothing \\U0001f62d\\U0001f62d\\U0001f62d https://t.co/sre74mIGCW',b'1232078612301410305',b'krishh agarwal',b'MarJaaBC',b'',b'',b'48',b'464',b'0',b'4433',b'11150',b'False',b'False',b'True',b'False',b'2015-01-05 17:54:31'
b'\\u203c\\ufe0fDueling ideologues: Anti-Muslim sentiment permeates their policies: \\n\\n\\u201cBoth Modi and Trump have criminalized mino\\u2026 https://t.co/94ZeydLoa9',b'1232078604747427840',b'Eliza Todd',b'Smilynntodd',b'Washington State',b'\\U0001f4daAuthor of \\u201cBethy\\u201d and \\u201cThe Rose and the Sundry Grail\\u201d \\U0001f4da#ActOnClimate\\U0001f525#RESIST\\u2696\\ufe0f #BlueTsunami2020 \\U0001f30a#Oversight\\U0001f5fd#PERSIST\\U0001f44a\\U0001f3fc#SaveTheChildren\\U0001f494#Democracy\\U0001f514',b'23760',b'23688',b'10',b'10228',b'13543',b'False',b'False',b'False',b'False',b'2017-07-21 20:28:13'
"b'@KejeraL @sinfulweeknd Also, like, I think that the fact that she\\u2019s literally a famous woman wearing a hijab would\\u2026 https://t.co/DvxY8oHKjf'",b'1232078574875807747',b'Jononomo',b'jononomo',"b'Lancaster, PA'",b'carnivore',b'191',b'680',b'8',b'650',b'6758',b'False',b'False',b'True',b'False',b'2015-08-04 04:03:10'
"b'@AzzamIzzulhaq Ga terima ditegur curhat di MEDSOS,, aslinya dia muslim apa bukan?'",b'1232078550137634821',b'hadijah',b'hadijah2007',b'Indonesia',b'belumlah sempurna iman seseorang bila tidak bisa berlaku baik terhadap tetangga!',b'2206',b'1966',b'1',b'55003',b'53323',b'False',b'False',b'True',b'False',b'2015-05-26 10:13:30'
b'Muslim Groups Spend 18 Million Dollars On U.S. Elections https://t.co/wy1ZjP5owj via @Deplorablekel2',b'1232078547130470401',b'Snowfazam',b'Snowfazam12',b'None',"b""Trump Administration, Security, Department Of Justice-Agent, Licensed Private Investigator, TeamW, USSF\\n\\nNo idol chit chat DM's TY""",b'2699',b'3577',b'96',b'129739',b'115250',b'False',b'False',b'False',b'False',b'2009-08-27 13:27:11'
b'Alexander-Arnold\\n\\nAlexander-Arnold\\n\\nAlexander-Arnold\\n\\nAlexander-Arnold\\n\\nAlexander-Arnold\\n\\nAlexander-Arnold\\n\\nAlexand\\u2026 https://t.co/W800M4LwPE',b'1232078530642632704',b'Si Se\\xf1or \\u26bd\\ufe0f',b'Puritan_Muslim',b'Nigeria',"b'Buhari is a humble muslim that has a Puritan ethics, Civil Servant, Mr. Right, Single & Searching, LFC Fan, and also a great football player.'",b'323',b'212',b'0',b'2840',b'3995',b'False',b'False',b'False',b'False',b'2016-01-07 20:48:14'
"b'@TheWaliRahmani @ArvindKejriwal These  are no pro CAA protesters, they should be called Muslim haters or RSS terrorists.'",b'1232078517250117632',b'Berozgar AshokGehlot (parody account)',b'Ashok_Ghelot',b'',b'Congress Supporter. Bhakts keep out.',b'189',b'188',b'0',b'38591',b'8904',b'False',b'False',b'True',b'False',b'2018-05-18 08:08:49'
"b'@anuragkashyap72 Anti-CAA hindu hater hai , ab jab apne par aayi to anti muslim? \\U0001f602\\U0001f602\\nYahan sab Islamic Jihadi hi anti hai, sabke anti.'",b'1232078506990784512',b'K Singh',b'DhaniMarwar',"b'Jodhpur, India'",b'',b'102',b'351',b'5',b'15284',b'9798',b'False',b'False',b'False',b'False',b'2014-07-25 13:21:45'
"b'People supporting the Citizenship Amendment Act beat a Muslim man during a clash with those opposing the law, in Ne\\u2026 https://t.co/IGzZR2zoLo'",b'1232078495523602432',b'S.A.Z.',b'sabah999',b'India( Bombay)',"b""Coffee/Tea-Drinker, eReader Addict, foodie, nature lover, Believer, questioner,\\nPoet and entrepreneur!\\nLife is an Oxymoron, but it's the 'only choice' we 've!\\u270c""",b'253',b'1015',b'1',b'8081',b'9254',b'False',b'False',b'False',b'False',b'2009-10-26 17:32:10'
"b""BAHAYA SEBAR HADITS PALSU PUASA RAJAB, SHOLAT ROGHAIB &amp; PERAYAAN ISRA' MI'RAJ\\n\\nSiapa berdusta atasku dengan sengaja\\u2026 https://t.co/qKtPvW3Cxb""",b'1232078487646822402',b'Sofyan Chalid bin Idham Ruray',b'SofyanRuray',b'',b'https://t.co/QyaepDuEQC | https://t.co/uWuDx3zGb4',b'18933',b'186',b'31',b'3946',b'8',b'False',b'False',b'True',b'False',b'2013-02-28 03:27:12'
b'May Allah Accept our prayers and protect all the muslim in the world https://t.co/vVSGyedkvy',b'1232078477395759104',b'Mz liman',b'Mubarak32337156',b'Khartoum',b'Proudlymuslim',b'446',b'1659',b'0',b'546',b'13036',b'False',b'False',b'True',b'False',b'2018-08-04 22:05:56'
"b'@IlhanMN (As an American)\\nI am,\\n\\nHijabi \\nMuslim \\nBlack\\nForeign born\\nRefugee \\nSomali\\n\\nIntersectionality is all about the context.'",b'1232078470286651399',b'M McCarty',b'MikeMcartyglass',"b'Kentucky, USA'",b'Just your average fly over State old white guy.',b'16',b'87',b'0',b'2013',b'171',b'False',b'False',b'True',b'False',b'2017-02-09 15:04:35'
b'@yettiaka anda berhasil  mjd magnet bagi haters islam...apkh kamu muslim jadi jadian?',b'1232078437344350208',b'Paman Doblang',b'Budi_Pakarti',b'Di pusaran: Hening &  Prahara',"b'| Alumni Fisipol UGM |AKTIVIS | jika nuranimu msh menyala,berani menyuarakan kebenaran, budi pekerti  sbg sikap, mari kita lanjutkan persahabatan kita |'",b'349',b'978',b'1',b'13236',b'1422',b'False',b'False',b'True',b'False',b'2013-01-27 04:44:23'
"b'@GlenWoodfin @IlhanMN to make it easier, a Muslim'",b'1232078422429642752',b'MaCks',b'MaCks_Fr',b'',b'',b'120',b'746',b'2',b'1664',b'13426',b'False',b'False',b'True',b'False',b'2012-05-05 03:20:41'
b'MODI-TRUMP MEETING HIGHLIGHTS ANTI-MUSLIM SENTIMENT IN BOTH GOVERNMENTS\\u2019 POLICIES @AmnestyNZ  https://t.co/cxyoR2cJv7',b'1232078399146876930',b'Alicia Mar\\xe8e Burrow',b'Aliciamburrow',"b'Auckland, New Zealand'",b'Human rights over at @AmnestyNZ. Journalist. Social Psychology. New Zealand. RT not endorsement. DMs open.',b'1107',b'4149',b'7',b'2652',b'3953',b'False',b'False',b'False',b'False',b'2009-04-30 22:07:37'
b'@ARSONDOER Fraiser was muslim',b'1232078398169763840',b'WokestGamer',b'GamerWokest',b'',"b""I'ma fuck you 'til the room spinnin' Your whip is a toilet, you're lookin' like poop in it""",b'340',b'347',b'2',b'17752',b'36834',b'False',b'False',b'True',b'False',b'2019-11-15 20:24:17'
"b'@HANMAS19 @jacktherock5 @Indra2127 @yettiaka ini ID aslinya, masalah dia masih muslim atau sdh tidak saya gak tau https://t.co/FBcvF7znq0'",b'1232078379496566784',b'Hery',b'Quvvatt',b'Indonesia',b'Kekuasaan Harus Dikritisi\\nKarena Cenderung Korup\\nTinggikan Hanya Seranting\\nDahulukan Hanya Selangkah',b'10770',b'2026',b'25',b'56034',b'725',b'False',b'False',b'True',b'False',b'2015-01-07 16:10:11'
"b'@msaid_didu Apabila dia B.E.R.B.I.C.A.R.A., dia B.O.H.O.N.G.\\nApabila dia B.E.R.S.U.M.P.A.H. (pada suatu amanah), di\\u2026 https://t.co/xb1OYzKSW7'",b'1232078347393323008',b'Okta Roza',b'Okta_Roza',b'Ranah Minangkabau',b'Steve Vai - Hand On Heart\\nJoe Satriani - Home\\nPearl Jam - Nothingman\\nSoundgarden - The Day I Tried To Live\\nBlink-182 - Snakecharmer | while Tom DeLonge on vocal',b'38',b'103',b'0',b'310',b'1291',b'False',b'False',b'True',b'False',b'2011-05-25 16:57:15'
"b'Allah akan senantiasa menolong seorang hamba, selagi ia menolong saudaranya ( H.R.Muslim )'",b'1232078331203293184',b'Kutipan Islami',b'KutipanIslami',b'Indonesia',b'Kutipan Hadist Harian. Senjata kaum Mukmin Sekaligus Sarana mengingat Allah ...Ar Rahmaan Ar Rahiim. | Silahkan Follow',b'29740',b'4',b'34',b'51672',b'3',b'False',b'False',b'False',b'False',b'2011-01-30 09:39:16'
